Date,XLK,XLC,XLY,XLE,XLI,XLV,XLP,XLB
2020-09-15,55.616031646728516,57.59742736816406,70.91133880615234,12.93337345123291,71.95272064208984,96.46099853515625,55.472835540771484,29.494672775268555
2020-09-16,54.75650405883789,56.97505569458008,70.515869140625,13.452609062194824,72.68402099609375,96.29754638671875,55.225257873535156,29.516908645629883
2020-09-17,54.3028678894043,55.9283561706543,69.52483367919922,13.472432136535645,72.83027648925781,95.97972869873047,54.875244140625,29.734790802001953
2020-09-18,53.366943359375,55.39085006713867,68.5576171875,13.321810722351074,72.01668548583984,95.83444213867188,54.37156677246094,29.223426818847656
2020-09-21,53.810569763183594,54.742591857910156,67.56734466552734,12.880247116088867,69.62606811523438,94.06400299072266,53.956787109375,28.239665985107422
2020-09-22,54.662437438964844,55.80097198486328,68.99500274658203,12.747297286987305,70.31436920166016,93.86344909667969,54.27452850341797,28.293275833129883
2020-09-23,52.95872497558594,54.468544006347656,67.86338806152344,12.171171188354492,69.0571060180664,92.8970947265625,53.45869445800781,27.462305068969727
2020-09-24,53.255428314208984,54.57249069213867,67.83475494384766,12.167142868041992,69.15805053710938,92.4321517944336,53.853729248046875,27.658878326416016
2020-09-25,54.52843475341797,55.30012512207031,68.71807098388672,12.159082412719727,70.1950454711914,93.91815185546875,54.13712692260742,27.904590606689453
2020-09-28,55.571712493896484,56.03721618652344,70.15525817871094,12.445133209228516,71.46149444580078,94.76597595214844,54.74686050415039,28.35582733154297
2020-09-29,55.38507843017578,56.09391403198242,69.61094665527344,12.102679252624512,70.82827758789062,94.64747619628906,54.386173248291016,28.14584732055664
2020-09-30,55.84928894042969,56.131710052490234,70.17911529541016,12.06641960144043,70.64474487304688,96.16082000732422,55.047420501708984,28.431774139404297
2020-10-01,56.43792724609375,56.9349365234375,71.09589385986328,11.69576644897461,70.43365478515625,95.8326187133789,55.35658264160156,28.02968978881836
2020-10-02,55.00699996948242,55.810420989990234,70.79505920410156,11.808571815490723,71.22289276123047,94.95745086669922,55.047420501708984,28.279870986938477
2020-10-05,56.2130012512207,56.727046966552734,71.73091125488281,12.16311264038086,72.3700180053711,96.90836334228516,55.41670227050781,28.820453643798828
2020-10-06,55.342002868652344,55.536373138427734,70.40354919433594,11.981813430786133,71.48902893066406,95.6229248046875,55.05601501464844,28.45857810974121
2020-10-07,56.35658264160156,55.942718505859375,72.01262664794922,12.15102481842041,73.06749725341797,97.4280014038086,55.64857482910156,29.19125747680664
2020-10-08,56.64850616455078,56.67036056518555,72.48532104492188,12.606287002563477,73.79247283935547,97.90205383300781,56.017845153808594,29.486125946044922
2020-10-09,57.51472091674805,57.01054000854492,73.23975372314453,12.404844284057617,74.06776428222656,98.7863540649414,56.4558219909668,29.71396827697754
2020-10-12,59.08443832397461,58.513057708740234,74.21378326416016,12.437073707580566,74.4898910522461,99.46095275878906,57.108489990234375,29.664825439453125
2020-10-13,58.70635986328125,58.569759368896484,74.19947052001953,12.243688583374023,73.66397857666016,98.7043228149414,57.065555572509766,29.401243209838867
2020-10-14,58.395286560058594,57.870479583740234,73.37818145751953,12.296063423156738,74.07695770263672,98.12995910644531,56.7735710144043,29.486125946044922
2020-10-15,58.132080078125,57.426334381103516,73.6503677368164,12.445133209228516,74.34307098388672,97.41889190673828,56.80791473388672,29.401243209838867
2020-10-16,57.96458053588867,57.435787200927734,72.9819107055664,12.16311264038086,74.88453674316406,98.38521575927734,56.825096130371094,29.606746673583984
2020-10-19,56.90215301513672,56.405757904052734,72.0842514038086,11.905265808105469,73.95762634277344,96.82630920410156,56.086544036865234,29.26275062561035
2020-10-20,57.09837341308594,56.81208801269531,72.6619873046875,12.046273231506348,74.34307098388672,96.9539566040039,56.02642822265625,29.329757690429688
2020-10-21,57.0122184753418,57.76653289794922,72.26567840576172,11.816629409790039,73.59056854248047,96.47078704833984,56.07795715332031,29.218069076538086
2020-10-22,56.74421691894531,58.144508361816406,72.41371154785156,12.304122924804688,74.19624328613281,97.92939758300781,56.05218505859375,29.378896713256836
2020-10-23,56.6820068359375,58.69261169433594,73.04876708984375,12.243688583374023,74.4898910522461,98.29407501220703,56.155250549316406,29.486125946044922
2020-10-26,55.45207595825195,57.407432556152344,71.64498138427734,11.804544448852539,72.62696838378906,97.2000961303711,55.43388748168945,28.74896812438965
2020-10-27,55.729652404785156,57.77596664428711,71.6115493774414,11.651447296142578,71.03935241699219,96.53459167480469,55.28788757324219,28.476449966430664
2020-10-28,53.36550521850586,55.508033752441406,69.34833526611328,11.163952827453613,68.70838165283203,93.471435546875,53.673397064208984,27.672279357910156
2020-10-29,54.255645751953125,56.90659713745117,69.78761291503906,11.506409645080566,69.70867919921875,92.70565795898438,53.656211853027344,28.244131088256836
2020-10-30,53.05443572998047,55.942718505859375,68.26445770263672,11.570870399475098,69.62606811523438,92.67830657958984,53.46727752685547,28.22626304626465
2020-11-02,53.18843078613281,55.91436767578125,68.75149536132812,11.965697288513184,71.50739288330078,94.34663391113281,54.31747055053711,29.16445541381836
2020-11-03,54.12642288208008,56.74595642089844,70.26506805419922,11.897208213806152,73.61809539794922,95.72321319580078,55.210594177246094,29.620155334472656
2020-11-04,56.232147216796875,59.19343948364258,71.75957489013672,11.913321495056152,72.85639190673828,99.97151184082031,55.23635482788086,29.115310668945312
2020-11-05,57.97893142700195,60.336856842041016,73.1585922241211,11.913321495056152,74.572509765625,100.17206573486328,55.63998794555664,30.303691864013672
2020-11-06,58.18471908569336,60.19511413574219,72.93892669677734,11.655477523803711,74.64591979980469,100.20852661132812,55.89762496948242,30.37964630126953
2020-11-09,57.763587951660156,59.6848258972168,72.70020294189453,13.319392204284668,77.18794250488281,101.14751434326172,55.768802642822266,31.063182830810547
